objectid,numero,ponteid,observacao,sequencial,compriment,nomeusual,distritoid,setorid,tipolograd,redeaguasp,tipopavime,estadocons,meiofio,separacaov,sentidovia,calcadaimp,calcadapar,sinalizaca,dispositiv,sinaliza_1,sinaliza_2,ponte,redeagua,redetelefo,redeesgoto,redeilumin,redeenergi,areasverde,arvore,lixeirapub,telefonepu,bancos,hidrantes,caixacorre,bancajorna,pontoonibu,pontotaxi,pontomotot,placapubli,placatrans,semaforo,faixapedes,poste,formulario,pesquisado,eglid,logradouro,coletalixo,trechoviai,trechovi_1,nomelograd
5491,0,0,,3186,0,,4,4,1,1,2,2,2,5,1,3,3,4,4,4,4,6,3,1,3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,203895,3,3527,17795,,3527,3527,RUA ALMIRANTE TAMANDARÉ
5492,0,0,,3190,0,,4,4,2,1,1,2,2,5,2,2,1,4,4,2,4,6,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,203899,6,3532,17540,,3532,3532,RUA PROFESSORA JOANA D ARC FERREIRA DE ARRUDA
5493,0,0,,3270,0,,4,4,1,1,1,2,2,5,1,2,1,4,4,2,4,6,3,1,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,203979,6,3624,17540,,3624,3624,RUA PROFESSORA JOANA D ARC FERREIRA DE ARRUDA
5494,0,0,,12800,0,,4,4,1,1,1,1,2,1,2,2,1,2,2,2,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,203987,7,15056,12696,,15056,15056,RUA PAULO DE FRONTIN
5495,0,0,,1860,0,,6,6,1,3,1,1,2,1,2,4,4,4,4,4,4,6,3,1,3,1,1,3,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,204412,7,1971,1139,,1971,1971,RUA DOUTOR VASCONCELOS
5496,0,0,,3535,0,,6,6,7,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,204433,7,3915,7897,,3915,3915,NOSSA SENHORA DA CONCEIÇÃO
5497,0,0,,3537,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204435,7,3917,7854,,3917,3917,PROJ  JAD TROPICAL
5498,0,0,,3538,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204436,7,3918,7900,,3918,3918,NÃO IDENTIFICADO 7900
5499,0,0,,3541,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204439,7,3921,1538,,3921,3921,RUA MAESTRO NELSON FERREIRA
5500,0,0,,3542,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204440,7,3922,7862,,3922,3922,PROJ  JAD TROPICAL
5501,0,0,,3585,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204483,7,3965,7978,,3965,3965,RUA JEREMIAS SÉRGIO DE ALMEIDA
5502,0,0,,3550,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204448,7,3930,8265,,3930,3930,TRAVESSA SÍLVIO ROMERO
5503,0,0,,3551,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,204449,7,3931,7714,,3931,3931,RUA SÍLVIO ROMERO
5504,0,0,,3552,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204450,7,3932,7820,,3932,3932,RUA JOÃO VIANA AMORIM GUEDES
5505,0,0,,3555,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204453,7,3935,7765,,3935,3935,RUA FRANCISCOLOURENÇO RIBEIRO
5506,0,0,,3606,0,,6,6,1,4,2,2,2,5,2,2,2,4,4,4,4,6,1,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204504,9,3986,32204,,3986,3986,RUA CLODOALDO MEDEIROS DE ARAÚJO
5507,0,0,,3566,0,,6,6,1,3,6,4,2,5,2,2,2,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204464,7,3946,7781,,3946,3946,NÃO IDENTIFICADO 7781
5508,0,0,,3567,0,,6,6,1,1,2,1,2,5,2,3,3,4,4,4,4,6,3,1,3,1,1,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,2,204465,7,3947,7790,,3947,3947,RUA AFONSO DANTAS CAMPOS
5509,0,0,,3571,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204469,7,3951,7935,,3951,3951,RUA MANOEL BARBOSA DE LIMA
5510,0,0,,3572,0,,6,6,1,1,2,1,2,5,2,2,2,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204470,7,3952,7730,,3952,3952,RUA JOSÉ QUIRINO RIBEIRO
5511,0,0,,3579,0,,6,6,1,1,6,4,2,5,2,2,2,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204477,7,3959,7927,,3959,3959,RUA OTÍLIA CAVALCANTE
5512,0,0,,3760,0,,6,6,1,3,2,2,2,5,2,2,2,4,4,4,4,6,3,1,3,1,1,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,204660,1,4162,8109,,4162,4162,RUA HENRIQUE DIAS
5513,0,0,,3582,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,204480,7,3962,7951,,3962,3962,RUA DEPUTADO OSMAR DE AQUINO
5514,0,0,,3590,0,,6,6,1,1,2,2,2,5,2,2,2,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204488,7,3970,8206,,3970,3970,RUA CRISTIANO PALMEIRA
5515,0,0,,3591,0,,6,6,7,1,2,1,4,5,2,4,4,4,4,4,4,6,3,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204489,7,3971,8281,,3971,3971,TRAVESSA CRISTIANO PALMEIRA
5516,0,0,,3592,0,,6,6,1,1,2,1,2,5,2,1,1,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204490,7,3972,8214,,3972,3972,RUA MAXIMIANO CHAVES
5517,0,0,,3595,0,,6,6,1,1,2,1,2,5,2,1,1,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204493,7,3975,8010,,3975,3975,RUA FRANCISCOMENDONÇA
5518,0,0,,3599,0,,6,6,1,3,6,4,2,5,2,2,2,4,4,4,4,6,3,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204497,9,3979,8036,,3979,3979,RUA MANOEL FÉLIX
5519,0,0,,3600,0,,6,6,1,3,2,2,2,5,2,2,2,4,4,2,4,6,3,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,204498,9,3980,8206,,3980,3980,RUA CRISTIANO PALMEIRA
5520,0,0,,3601,0,,6,6,1,3,6,4,2,5,2,3,3,4,4,4,4,6,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204499,9,3981,8036,,3981,3981,RUA MANOEL FÉLIX
5521,0,0,,3602,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,2,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204500,9,3982,8354,,3982,3982,RUA ANTÔNIO FRANCISCO DA SILVA
5522,0,0,,3604,0,,6,6,1,3,2,2,2,5,2,2,2,4,4,4,4,6,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204502,9,3984,8109,,3984,3984,RUA HENRIQUE DIAS
5523,0,0,,3605,0,,6,6,1,4,2,2,2,5,2,2,2,4,4,4,4,6,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204503,9,3985,8060,,3985,3985,RUA JUVÊNCIO MARTINS DE FRANÃA
5524,0,0,,3607,0,,6,6,1,3,2,2,2,5,2,2,2,4,4,4,4,6,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204505,9,3987,32212,,3987,3987,RUA ISAURA SUASSUNA DE MEDEIROS
5525,0,0,,3608,0,,6,6,1,3,2,2,2,5,2,2,2,4,4,4,4,6,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204506,9,3988,32220,,3988,3988,RUA RAIMUNDO VIANA DE MACEDO
5526,0,0,,3612,0,,6,6,1,3,2,2,2,5,2,2,2,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204510,9,3992,8079,,3992,3992,RUA PASTOR RAUL DE SOUZA COSTA
5527,0,0,,3614,0,,6,6,1,3,2,2,2,5,2,3,3,4,4,2,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,204512,9,3994,8044,,3994,3994,RUA EVARISTO PEREIRA DA COSTA
5528,0,0,,3683,0,,6,6,1,3,2,2,2,5,2,3,3,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,204581,9,4077,7722,,4077,4077,RUA ANTÔNIA ALVES DE LIMA
5529,0,0,,3615,0,,6,6,1,3,2,2,2,5,2,2,2,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204513,9,3995,8044,,3995,3995,RUA EVARISTO PEREIRA DA COSTA
5530,0,0,,3620,0,,6,6,1,3,1,3,2,5,2,2,1,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204518,9,4001,8168,,4001,4001,RUA ÍNDIO PIRAGIBE
5531,0,0,,3628,0,,6,6,1,3,2,2,2,5,2,2,2,4,4,2,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,204526,9,4009,8249,,4009,4009,RUA DOUTOR JOSÉ GONDIM
5532,0,0,,3640,0,,6,6,3,4,2,2,2,5,2,2,2,4,4,4,4,6,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204538,9,4021,8095,,4021,4021,TRAVESSA FRANCISCO AFONSO DE ALBUQUERQUE I
5533,0,0,,3704,0,,6,6,1,3,6,4,4,5,2,4,3,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204602,2,4099,7935,,4099,4099,RUA MANOEL BARBOSA DE LIMA
5534,0,0,,3644,0,,6,6,3,3,2,2,2,5,2,2,2,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204542,9,4025,8087,,4025,4025,TRAVESSA SÃO JACINTO
5535,0,0,,3645,0,,6,6,3,2,2,2,2,5,2,2,2,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204543,9,4026,8087,,4026,4026,TRAVESSA SÃO JACINTO
5536,0,0,,3651,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,204549,9,4034,7790,,4034,4034,RUA AFONSO DANTAS CAMPOS
5537,0,0,,3656,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204554,9,4039,7714,,4039,4039,RUA SÍLVIO ROMERO
5538,0,0,,3667,0,,6,6,1,3,5,2,4,5,2,3,3,4,4,4,4,6,3,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204565,9,4050,7765,,4050,4050,RUA FRANCISCOLOURENÇO RIBEIRO
5539,0,0,,3671,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204569,9,4054,7862,,4054,4054,PROJ  JAD TROPICAL
5540,0,0,,3672,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,3,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204570,9,4055,7862,,4055,4055,PROJ  JAD TROPICAL
5541,0,0,,3673,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,3,3,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204571,9,4057,7862,,4057,4057,PROJ  JAD TROPICAL
5542,0,0,,3676,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,3,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204574,9,4060,7862,,4060,4060,PROJ  JAD TROPICAL
5543,0,0,,3678,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204576,9,4071,7722,,4071,4071,RUA ANTÔNIA ALVES DE LIMA
5544,0,0,,3680,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204578,9,4073,7722,,4073,4073,RUA ANTÔNIA ALVES DE LIMA
5545,0,0,,3681,0,,6,6,1,3,2,3,2,5,2,3,3,4,4,4,4,6,3,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204579,9,4075,7722,,4075,4075,RUA ANTÔNIA ALVES DE LIMA
5546,0,0,,3686,0,,6,6,1,3,2,2,2,5,2,2,2,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204584,9,4081,7722,,4081,4081,RUA ANTÔNIA ALVES DE LIMA
5547,0,0,,3691,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,1,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,204589,9,4086,7730,,4086,4086,RUA JOSÉ QUIRINO RIBEIRO
5548,0,0,,3692,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204590,9,4087,7730,,4087,4087,RUA JOSÉ QUIRINO RIBEIRO
5549,0,0,,3693,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204591,9,4088,7730,,4088,4088,RUA JOSÉ QUIRINO RIBEIRO
5550,0,0,,3695,0,,6,6,1,3,2,3,2,5,2,3,4,4,4,4,4,6,3,3,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,204593,9,4090,7730,,4090,4090,RUA JOSÉ QUIRINO RIBEIRO
5551,0,0,,3705,0,,6,6,1,2,2,3,2,5,2,2,2,4,4,4,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204603,2,4100,7935,,4100,4100,RUA MANOEL BARBOSA DE LIMA
5552,0,0,,3759,0,,6,6,1,3,2,2,2,5,2,2,2,4,4,4,4,6,3,1,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204659,1,4161,8109,,4161,4161,RUA HENRIQUE DIAS
5553,0,0,,3761,0,,6,6,1,2,2,2,2,5,2,2,2,4,4,4,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204661,2,4164,1309,,4164,4164,RUA FRANCISCO AFONSO DE ALBUQUERQUE
5554,0,0,,3776,0,,6,6,1,2,2,3,2,5,2,2,1,4,4,2,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,204676,2,4180,8168,,4180,4180,RUA ÍNDIO PIRAGIBE
5555,0,0,,3708,0,,6,6,1,3,6,4,4,5,2,4,2,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204606,2,4103,7986,,4103,4103,RUA DAGOBERTO RENATO DAMIÃO DE ARAÚJO
5556,0,0,,3781,0,,6,6,1,2,2,3,2,5,2,3,2,4,4,4,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,204681,2,4185,8176,,4185,4185,RUA TAVARES CANDEIAS
5557,0,0,,3788,0,,6,6,1,2,1,2,2,5,2,2,1,3,4,1,4,6,1,1,3,1,1,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,2,204688,2,4192,8150,,4192,4192,RUA MANOEL SÉRGIO DE OLIVEIRA
5558,0,0,,3792,0,,6,6,1,2,2,2,2,5,2,2,2,4,4,2,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,204692,2,4196,8168,,4196,4196,RUA ÍNDIO PIRAGIBE
5559,0,0,,3709,0,,6,6,1,2,2,2,2,5,2,2,2,4,4,2,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,204607,2,4104,7986,,4104,4104,RUA DAGOBERTO RENATO DAMIÃO DE ARAÚJO
5560,0,0,,3711,0,,6,6,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204609,2,4106,8230,,4106,4106,RUA JOSÉ TEOTÔNIO DA LUZ
5561,0,0,,3713,0,,6,6,1,2,2,2,2,5,2,2,2,4,4,4,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204611,2,4108,8001,,4108,4108,RUA BELARMINO TIMÓTEO DE SOUZA
5562,0,0,,11385,0,,3,3,7,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,203386,7,12959,3891,,12959,12959,RUA C LOT ALDEINHA
5563,0,0,,3129,0,,4,4,1,3,1,3,2,5,1,3,2,4,4,2,4,6,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,203838,1,3460,17710,,3460,3460,RUA ULISSES GOMES
5564,0,0,,11387,0,,3,3,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,203388,7,12961,3816,,12961,12961,RUA LINO GOMES FILHO
5565,0,0,,11388,0,,3,3,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,203389,7,12962,3808,,12962,12962,RUA JOSÉ GOMES DE FARIAS
5566,0,0,,11392,0,,3,3,1,3,5,3,4,5,1,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,203393,3,12966,3735,,12966,12966,RUA NOSSA SENHORA DE LOURDES
5567,0,0,,3715,0,,6,6,1,2,2,3,2,5,2,3,3,4,4,4,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204613,2,4110,8206,,4110,4110,RUA CRISTIANO PALMEIRA
5568,0,0,,3718,0,,6,6,1,2,2,3,2,5,2,4,4,4,4,4,4,6,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204616,2,4113,8222,,4113,4113,RUA EUCLIDES SEVERIANO
5569,0,0,,3720,0,,6,6,1,2,2,2,2,5,2,3,2,4,4,4,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204618,2,4115,8214,,4115,4115,RUA MAXIMIANO CHAVES
5570,0,0,,3722,0,,6,6,1,2,2,2,2,5,2,3,3,4,4,4,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204620,2,4117,8222,,4117,4117,RUA EUCLIDES SEVERIANO
5571,0,0,,3723,0,,6,6,1,2,2,2,2,5,2,3,2,4,4,4,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204621,2,4118,8028,,4118,4118,RUA VEREADOR MANOEL UCHÔA
5572,0,0,,3724,0,,6,6,1,2,2,2,2,5,2,3,3,4,4,4,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204622,2,4119,8206,,4119,4119,RUA CRISTIANO PALMEIRA
5573,0,0,,3725,0,,6,6,1,2,2,2,2,5,2,3,2,4,4,4,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204623,2,4120,8222,,4120,4120,RUA EUCLIDES SEVERIANO
5574,0,0,,3745,0,,6,6,1,2,2,2,2,5,2,2,2,4,4,4,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204645,2,4143,8060,,4143,4143,RUA JUVÊNCIO MARTINS DE FRANÃA
5575,0,0,,3746,0,,6,6,1,2,2,2,2,5,2,2,2,4,4,4,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204646,2,4144,8044,,4144,4144,RUA EVARISTO PEREIRA DA COSTA
5576,0,0,,3747,0,,6,6,1,2,2,2,2,5,2,3,2,4,4,2,4,6,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,204647,2,4145,1244,,4145,4145,RUA SEVERINO VERÔNICA
5577,0,0,,3748,0,,6,6,1,2,2,3,2,5,2,2,2,4,4,4,4,6,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204648,2,4146,1244,,4146,4146,RUA SEVERINO VERÔNICA
5578,0,0,,3752,0,,6,6,1,2,2,2,2,2,2,2,2,4,4,4,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204652,2,4153,8303,,4153,4153,RUA SÃO JACINTO
5579,0,0,,3754,0,,6,6,1,2,2,1,2,2,2,1,2,4,4,4,4,6,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,204654,2,4155,1244,,4155,4155,RUA SEVERINO VERÔNICA
5580,0,0,,3755,0,,6,6,1,2,2,1,2,2,2,1,1,4,4,3,4,6,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,204655,2,4156,1244,,4156,4156,RUA SEVERINO VERÔNICA
5581,0,0,,3756,0,,6,6,1,2,1,2,2,2,2,2,3,2,4,2,4,6,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,3,204656,2,4157,1244,,4157,4157,RUA SEVERINO VERÔNICA
5582,0,0,,3757,0,,6,6,1,2,1,1,2,2,2,3,2,2,4,2,2,6,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,2,1,0,3,204657,2,4158,1244,,4158,4158,RUA SEVERINO VERÔNICA
5583,0,0,,3774,0,,6,6,1,2,2,3,2,5,2,1,1,4,4,2,4,6,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,204674,2,4178,8150,,4178,4178,RUA MANOEL SÉRGIO DE OLIVEIRA
5584,0,0,,3778,0,,6,6,1,2,2,2,2,5,2,1,1,4,4,1,4,6,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,204678,2,4182,8176,,4182,4182,RUA TAVARES CANDEIAS
5585,0,0,,3808,0,,6,6,1,4,2,2,2,5,1,2,2,4,4,4,4,6,3,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204708,10,4214,1295,,4214,4214,RUA JOÃO UCHÔA
5586,0,0,,3812,0,,6,6,1,3,1,1,2,1,2,2,2,2,4,4,4,6,3,3,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204712,10,4218,1155,,4218,4218,RUA MANOEL ELIAS DE CASTRO
5587,0,0,,2929,0,,4,4,3,2,2,2,2,5,2,1,1,4,4,4,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,203638,2,3246,17841,,3246,3246,TRAVESSA CARLOS GOMES
5588,0,0,,3828,0,,6,6,1,4,2,2,2,5,1,2,2,4,4,4,4,6,3,3,1,1,3,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,204728,10,4234,1163,,4234,4234,RUA CAPITÃO ADHEMAR MAIA PAIVA
5589,0,0,,3848,0,,6,6,1,3,2,2,2,5,1,2,2,4,4,4,4,6,3,3,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204748,10,4255,1376,,4255,4255,RUA HENRIMAR CASTRO DE OLIVEIRA
5590,0,0,,3829,0,,6,6,1,4,2,2,2,5,1,2,2,4,4,4,4,6,3,3,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,204729,10,4235,1163,,4235,4235,RUA CAPITÃO ADHEMAR MAIA PAIVA
5591,0,0,,3832,0,,6,6,1,4,2,2,2,5,1,2,2,4,4,4,4,6,3,3,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204732,10,4238,1368,,4238,4238,RUA DEPUTADO NOBERTO LEAL
5592,0,0,,3818,0,,6,6,1,3,2,2,2,5,2,2,2,4,4,4,4,6,3,3,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204718,10,4224,1147,,4224,4224,RUA VEREADOR BENEDITO MOTA
5593,0,0,,3822,0,,6,6,1,4,2,2,2,5,1,2,2,4,4,4,4,6,1,3,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204722,10,4228,1155,,4228,4228,RUA MANOEL ELIAS DE CASTRO
5594,0,0,,3834,0,,6,6,1,4,2,2,4,5,2,2,2,4,4,4,4,6,3,3,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204734,10,4240,1155,,4240,4240,RUA MANOEL ELIAS DE CASTRO
5595,0,0,,3835,0,,6,6,1,4,2,2,4,5,1,3,3,4,4,4,4,6,3,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204735,10,4241,1368,,4241,4241,RUA DEPUTADO NOBERTO LEAL
5596,0,0,,3837,0,,6,6,1,4,2,2,2,5,1,4,3,4,4,4,4,6,3,3,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204737,10,4243,1309,,4243,4243,RUA FRANCISCO AFONSO DE ALBUQUERQUE
5597,0,0,,3840,0,,6,6,1,3,2,2,2,5,1,2,2,4,4,4,4,6,3,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204740,10,4246,1295,,4246,4246,RUA JOÃO UCHÔA
5598,0,0,,3841,0,,6,6,1,4,2,2,2,2,1,2,4,4,4,4,4,6,3,3,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,204741,10,4248,1147,,4248,4248,RUA VEREADOR BENEDITO MOTA
